DK_NAME[시설명],DK_BRIEF_NAME[시설약칭],EVENT_GUBUN[이벤트 분류],EVENT_NAME[이벤트 명],RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON
올림픽홀,올림픽홀,대중공연,SUPER JUNIOR 15th Anniversary Special Event ？ HOME ？,2020-11-04,2020-11-08,5,200,300
올림픽홀,올림픽홀,대중공연,2020 오마이걸 콘서트 (가제),2020-11-04,2020-11-08,5,4400,
KSPO DOME(체조경기장),제1체육관,문화예술행사,청춘아레나,2020-11-05,2020-11-07,3,10000,
K-아트홀,K-아트홀,문화예술행사,남사당과 함께하는 음악회,2020-11-06,2020-11-06,1,490,
올림픽홀,올림픽홀,문화예술행사,미스터 칠드런 내한공연 (Mr.Children Live in Seoul),2020-11-06,2020-11-07,2,3000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,청춘페스티벌/원더우먼페스티벌,2020-11-06,2020-11-08,3,3000,
핸드볼경기장,핸드볼경기장,체육행사,2020년도 하반기 올림픽공원 체육관 대관 신청,2020-11-06,2020-11-09,4,,
88호수수변무대,88호수,문화예술행사,평화통일 음악회,2020-11-07,2020-11-07,1,1000,
핸드볼경기장,핸드볼경기장,공공행사,★한중일 e스포츠 국가대항전,2020-11-09,2020-11-16,8,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,내일은 <미스터트롯> TOP6 콘서트 - 서울,2020-11-09,2020-11-22,14,5500,20284
올림픽홀,올림픽홀,대중공연,[ 2020 Theatre 이문세 ],2020-11-10,2020-11-15,6,3000,3500
평화의광장,평화의광장,공공행사,드론 플레시옵 개최,2020-11-11,2020-11-13,3,,
올림픽홀,올림픽홀,문화예술행사,2020 파이브 세컨즈 오브 썸머(5 Seconds of Summer) 내한공연,2020-11-12,2020-11-14,3,4300,
K-아트홀,K-아트홀,대중공연,쏜애플 콘서트 ‘불구경’,2020-11-12,2020-11-15,4,1350,
올림픽홀,올림픽홀,문화예술행사,2020 다이나믹듀오 콘서트,2020-11-12,2020-11-15,4,5000,
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 잭더리퍼,2020-11-16,2020-12-28,43,48840,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 GOT7 단독 콘서트 (가제),2020-11-17,2020-11-22,7,22000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020년 투모로우바이투게더 서울 파이널 콘서트(가제),2020-11-17,2020-11-22,6,20000,
만남의광장,만남의광장,공공행사,2020 한국체육인회,2020-11-18,2020-11-18,1,100,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 AB6IX 콘서트,2020-11-18,2020-11-22,5,16000,
올림픽홀,올림픽홀,문화예술행사,2020  한결도현 팬 콘서트 - 겨울방학,2020-11-19,2020-11-21,3,4000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 펩시 겨울 콘서트(가제),2020-11-19,2020-11-22,4,10000,
올림픽홀,올림픽홀,문화예술행사,2020 볼빨간사춘기 단독콘서트,2020-11-19,2020-11-22,4,5600,
핸드볼경기장,핸드볼경기장,공공행사,sdas,2020-11-20,2020-11-21,2,,
핸드볼보조경기장,핸드볼보조경기장,체육행사,전국남녀클럽동호인 펜싱대회,2020-11-20,2020-11-23,,,
핸드볼경기장,핸드볼경기장,체육행사,#제8회 대한펜싱협회장 전국남녀 클럽동회인대회,2020-11-20,2020-11-23,4,800,
뮤즈라이브,뮤즈라이브,문화예술행사,C:ONTACT SERIES <기억극장: Halloween> 재공연,2020-11-21,2020-11-22,2,30,30
올림픽홀,올림픽홀,대중공연,2020 Asia Artist Awards,2020-11-21,2020-11-26,6,500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,EXO-백현 콘서트,2020-11-23,2020-11-29,7,20000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 뉴이스트 팬미팅,2020-11-23,2020-11-29,7,30000,
핸드볼경기장,핸드볼경기장,공공행사,123,2020-11-24,2020-11-24,1,0,
뮤즈라이브,뮤즈라이브,문화예술행사,2020 ASIA ARTIST AWARDS 레드카펫,2020-11-24,2020-11-25,2,102,
핸드볼경기장,핸드볼경기장,체육행사,#2020 댄스스포츠 국가대표 선발전,2020-11-25,2020-11-25,1,100,140
핸드볼경기장,핸드볼경기장,체육행사,#제4회오텍그룹회장배전국보치아동호인대회,2020-11-25,2020-11-27,3,250,
올림픽홀,올림픽홀,문화예술행사,2020 에일리 전국투어 콘서트 서울,2020-11-26,2020-11-29,4,4900,
올림픽홀,올림픽홀,문화예술행사,허클베리피(Huckleberry P) 분신[焚身] 10,2020-11-26,2020-11-29,4,3000,
올림픽홀,올림픽홀,문화예술행사,호호랜드 2020,2020-11-27,2020-11-28,2,3500,
K-아트홀,K-아트홀,대중공연,국기원 태권도 시범단 공연,2020-11-27,2020-11-28,2,100,
핸드볼경기장,핸드볼경기장,체육행사,제4회오텍그룹회장배 전국보치아동호인대회,2020-11-27,2020-11-29,,,
우리금융아트홀,제3체육관,문화예술행사,송승환의 명작동화 뮤지컬 NEW호두까기인형,2020-11-27,2020-12-31,35,55000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,블랙핑크 VCR 영상 촬영,2020-11-28,2020-11-28,1,0,90
핸드볼경기장,핸드볼경기장,체육행사,핸드볼학교 체육대회,2020-11-28,2020-11-28,1,100,
핸드볼경기장,핸드볼경기장,체육행사,2020문화체육관광부장관배 전국학생바둑대회,2020-11-28,2020-11-29,,,
핸드볼경기장,핸드볼경기장,체육행사,#2020 문화체육관광부장관배 전국학생바둑대회,2020-11-28,2020-11-29,2,600,
K-아트홀,K-아트홀,문화예술행사,위대한 놀이,2020-11-30,2020-12-02,3,183,
KSPO DOME(체조경기장),제1체육관,문화예술행사,SBS 트롯신 더 페스트,2020-11-30,2020-12-06,7,8000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 조용필 & 위대한탄생 콘서트 (가제),2020-11-30,2020-12-06,7,17000,
핸드볼경기장,핸드볼경기장,문화예술행사,test,2020-11-30,2020-12-06,6,2500,
K-아트홀,K-아트홀,문화예술행사,위대한 놀이,2020-11-30,2020-12-13,14,1000,
우리금융아트홀,제3체육관,문화예술행사,최현우 25주년 Anniversary < The ASK II >,2020-11-30,2020-12-31,32,23500,
올림픽홀,올림픽홀,문화예술행사,2020 더보이즈 콘서트,2020-12-01,2020-12-05,5,6000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 12월 대관신청,2020-12-01,2020-12-31,16,288,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 12월 JTN LIVE CONCERT,2020-12-03,2020-12-06,4,4000,
올림픽홀,올림픽홀,문화예술행사,2020  국카스텐 단독콘서트 [HAPPENING},2020-12-03,2020-12-06,4,7000,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 국카스텐 단독콘서트 [HAPPENING},2020-12-03,2020-12-06,4,7000,
K-아트홀,K-아트홀,문화예술행사,위대한 놀이,2020-12-03,2020-12-13,11,183,
핸드볼경기장,핸드볼경기장,체육행사,제4회오텍그룹회장배전국보치아대회,2020-12-04,2020-12-06,,,
뮤즈라이브,뮤즈라이브,문화예술행사,정기 연주회,2020-12-05,2020-12-05,1,0,
올림픽홀,올림픽홀,문화예술행사,CBS라디오 DJ콘서트,2020-12-07,2020-12-08,2,3000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 세븐틴 단독콘서트,2020-12-07,2020-12-13,7,36000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 송골매 콘서트,2020-12-07,2020-12-13,7,16000,
올림픽홀,올림픽홀,문화예술행사,WayV 첫 번째 콘서트,2020-12-07,2020-12-13,7,6000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,블랙핑크 VCR 영상 촬영,2020-12-09,2020-12-09,1,0,40
핸드볼경기장,핸드볼경기장,문화예술행사,2020 CIX 단독 콘서트,2020-12-09,2020-12-13,5,8000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,청춘아레나,2020-12-10,2020-12-13,4,5000,
올림픽홀,올림픽홀,문화예술행사,2020 윤하 연말 단독콘서트,2020-12-10,2020-12-13,4,5600,
KSPO DOME(체조경기장),제1체육관,문화예술행사,나훈아의 '송년콘서트'(가제),2020-12-14,2020-12-20,7,22000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2020 아이유 월드투어 콘서트(가제),2020-12-14,2020-12-20,7,28470,
KSPO DOME(체조경기장),제1체육관,문화예술행사,EXO-백현 콘서트,2020-12-14,2021-01-03,21,150000,
K-아트홀,K-아트홀,문화예술행사,스페셜 뮤직앤아트 페스티벌,2020-12-15,2020-12-16,2,100,
올림픽홀,올림픽홀,문화예술행사,2020 정승환 연말콘서트,2020-12-16,2020-12-20,5,5200,
우리금융아트홀,제3체육관,문화예술행사,신비아파트 뮤지컬 시즌4 앵콜,2020-12-16,2020-12-31,16,71000,
K-아트홀,K-아트홀,대중공연,2020 양파 콘서트,2020-12-18,2020-12-20,3,778,
우리금융아트홀,제3체육관,대중공연,2020 임한별 연말 콘서트 (가제),2020-12-21,2020-12-25,5,1040,
올림픽홀,올림픽홀,문화예술행사,박진영 나쁜파티 2020,2020-12-21,2020-12-27,7,9000,
K-아트홀,K-아트홀,대중공연,2020 YB콘서트 - 서울,2020-12-21,2020-12-27,7,2400,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 장범준 연말 콘서트,2020-12-21,2020-12-27,7,12000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,싸이 올나잇스탠드 2020,2020-12-21,2020-12-27,7,36000,
핸드볼경기장,핸드볼경기장,문화예술행사,임창정 크리스마스 콘서트,2020-12-22,2020-12-25,4,2000,
핸드볼경기장,핸드볼경기장,문화예술행사,임창정 콘서트(가제),2020-12-22,2020-12-26,5,4000,
올림픽홀,올림픽홀,대중공연,[ 2020 Theatre 이문세 ] at Christmas,2020-12-22,2020-12-26,5,3000,
핸드볼경기장,핸드볼경기장,체육행사,2020 서울 아시아 3쿠션 오픈대회,2020-12-23,2020-12-31,9,200,
우리금융아트홀,제3체육관,대중공연,2020 정동하 연말 콘서트,2020-12-26,2020-12-27,2,1040,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 굿바이 미스 콘서트,2020-12-26,2020-12-28,3,4000,
핸드볼경기장,핸드볼경기장,문화예술행사,굿바이 미스 콘서트,2020-12-26,2020-12-28,3,4000,
핸드볼경기장,핸드볼경기장,문화예술행사,2020 에픽하이 단독 콘서트,2020-12-28,2021-01-01,5,8000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,내일은 미스터트롯 앵콜콘서트,2020-12-28,2021-01-03,7,60000,
핸드볼경기장,핸드볼경기장,공공행사,test,2020-12-29,2020-12-29,1,,
올림픽홀,올림픽홀,대중공연,"호피폴라 One Night, Two Year 콘서트 (가제)",2020-12-29,2021-01-01,4,1600,
올림픽홀,올림픽홀,문화예술행사,"YG CONCERT - AKMU, BLACKPINK, WINNER, iKON(가제)",2020-12-29,2021-01-03,6,6000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2021년 1월 핸드볼 보조경기장 대관신청,2021-01-01,2021-01-13,6,102,
핸드볼보조경기장,핸드볼보조경기장,체육행사,#2020-2021 핸드볼 코리아리그(1차),2021-01-06,2021-01-18,12,,
올림픽홀,올림픽홀,문화예술행사,라포엠(LA POEM) 첫 번째 단독 콘서트,2021-01-08,2021-01-10,3,2800,
K-아트홀,K-아트홀,대중공연,ONTACT 체험 뮤지컬 헬로카봇 시즌5,2021-01-08,2021-01-16,9,60,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 AB6IX 단독 콘서트 (가제),2021-01-12,2021-01-18,7,7000,
올림픽홀,올림픽홀,문화예술행사,2021 신유 콘서트,2021-01-15,2021-01-16,2,2000,
올림픽홀,올림픽홀,대중공연,"박혜원 콘서트 - HYNN, 겨울",2021-01-16,2021-01-16,1,1500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,BHT_콘서트 연습,2021-01-17,2021-01-17,1,0,
올림픽홀,올림픽홀,대중공연,BHT - 공연 연습,2021-01-17,2021-01-17,1,50,50
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 세븐틴 단독콘서트,2021-01-18,2021-01-25,8,10000,800
올림픽홀,올림픽홀,문화예술행사,2020 자우림 앨범발매 기념 단독콘서트,2021-01-27,2021-01-31,5,5600,
핸드볼보조경기장,핸드볼보조경기장,체육행사,#2020-2021 핸드볼 코리아리그(2차),2021-01-30,2021-03-21,51,1000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼 보조경기장 2월 팀훈련,2021-02-01,2021-02-28,19,342,
KSPO DOME(체조경기장),제1체육관,문화예술행사,지구촌 코로나 극복을 위한  2020 코리아 월드 응원 콘서트 ‘We All Are One’,2021-02-04,2021-02-07,4,3000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,NCSOFT Universe 연합콘서트 (가제),2021-02-08,2021-02-14,7,3500,1500
KSPO DOME(체조경기장),제1체육관,문화예술행사,SHINee World 6 콘서트,2021-02-22,2021-02-28,7,5872,
우리금융아트홀,제3체육관,대중공연,허각 10주년 콘서트 <공연각>,2021-02-26,2021-02-28,3,1100,
KSPO DOME(체조경기장),제1체육관,문화예술행사,샤이니 콘서트,2021-03-01,2021-03-07,7,13000,
올림픽홀,올림픽홀,문화예술행사,투모로우바이투게더(TXT) 2번째 팬라이브,2021-03-01,2021-03-07,7,30000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼보조경기장 3월 팀훈련,2021-03-01,2021-03-31,22,652,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 김재환 CONCERT - 서울 콘서트,2021-03-02,2021-03-07,6,5000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 트롯전국체전 콘서트,2021-03-15,2021-03-21,7,5000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,JTBC 싱어게인 TOP10 콘서트 - 서울,2021-03-16,2021-03-21,6,15900,
KSPO DOME(체조경기장),제1체육관,문화예술행사,Super Show 9 콘서트,2021-03-22,2021-03-28,7,12000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,test,2021-03-23,2021-03-28,6,100,
올림픽홀,올림픽홀,대중공연,2021 정승환 콘서트,2021-03-24,2021-03-28,5,3000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 샤이니 콘서트,2021-03-28,2021-04-05,7,10000,1000
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 몬스타엑스 콘서트,2021-03-29,2021-04-04,7,16500,
우리금융아트홀,제3체육관,문화예술행사,어린이뮤지컬 '꼬마버스 타요',2021-03-30,2021-04-18,19,9000,3701
우리금융아트홀,제3체육관,문화예술행사,가족뮤지컬 - 꼬마버스 타요,2021-03-31,2021-05-05,36,20000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼 보조경기장 4월 팀훈련,2021-04-01,2021-04-30,,,
핸드볼경기장,핸드볼경기장,체육행사,#제17회 회장배 전국 댄스스포츠 선수권대회,2021-04-03,2021-04-04,2,200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 SF9 콘서트(가제),2021-04-06,2021-04-12,7,11000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,황일환,2021-04-07,2021-04-11,5,5000,
K-아트홀,K-아트홀,문화예술행사,11,2021-04-07,2022-04-06,365,,
핸드볼경기장,핸드볼경기장,문화예술행사,전 국민 희망의류모으기,2021-04-08,2021-04-10,3,1000,
핸드볼경기장,핸드볼경기장,문화예술행사,전국민 희망의류모으기,2021-04-08,2021-04-10,3,1000,
올림픽홀,올림픽홀,대중공연,사운드베리 씨어터 2021 (Soundberry Theatre 2021),2021-04-09,2021-04-11,3,2400,
핸드볼경기장,핸드볼경기장,체육행사,제31회 송파구청장기 배드민턴대회,2021-04-10,2021-04-10,1,0,
핸드볼경기장,핸드볼경기장,문화예술행사,뉴이스트 정규 2집 앨범 프로모션 영상 촬영의 건,2021-04-11,2021-04-11,1,0,
핸드볼경기장,핸드볼경기장,체육행사,"#2021 도쿄 올림픽 아시아, 오세아니아 지역 올림픽 예선전",2021-04-12,2021-04-16,5,120,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 SF9 콘서트,2021-04-12,2021-04-18,7,11000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 전국트롯체전콘서트,2021-04-12,2021-04-18,7,15000,
올림픽홀,올림픽홀,대중공연,<싱어게인> TOP10 전국투어 콘서트-서울앵콜(가제),2021-04-14,2021-04-18,5,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,내일은미스트롯2 전국투어 콘서트 - 서울,2021-04-14,2021-04-18,5,16500,
올림픽홀,올림픽홀,대중공연,JTBC 싱어게인 TOP10 콘서트 - 서울,2021-04-14,2021-04-18,5,10000,
핸드볼경기장,핸드볼경기장,체육행사,#2021 아시아펜싱선수권대회,2021-04-17,2021-04-22,6,300,
K-아트홀,K-아트홀,공공행사,국민체육진흥공단 창립 32주년 기념식,2021-04-19,2021-04-19,1,200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,내일은 미스터트롯 TOP6 전국투어 굿바이 콘서트 - 서울,2021-04-19,2021-04-25,7,40000,25000
KSPO DOME(체조경기장),제1체육관,문화예술행사,2021 송가인 전국투어 콘서트,2021-04-19,2021-04-26,8,15000,
올림픽홀,올림픽홀,대중공연,세븐틴 일본 앨범 발매기념 온라인 콘서트 (가제),2021-04-20,2021-04-27,8,0,
올림픽홀,올림픽홀,대중공연,세븐틴 일본 앨범 발매기념 온라인 콘서트 (가제),2021-04-20,2021-04-27,8,0,
올림픽홀,올림픽홀,대중공연,2021 세븐틴 일본앨범발매기념 콘서트 (가제),2021-04-20,2021-04-28,9,400,600
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 아이언마스크,2021-04-20,2021-07-12,84,50320,
핸드볼보조경기장,핸드볼보조경기장,체육행사,#2021 서울 SK텔레콤 국제그랑프리 펜싱선수권대회,2021-04-23,2021-04-27,5,200,
올림픽홀,올림픽홀,문화예술행사,충무공 탄신 476주년 기념 대한민국해군 호국음악회,2021-04-26,2021-04-28,3,2432,
